city,state,country,shape,comments,latitude,longitude,date,time,datetime
london (uk/england),,United Kingdom,formation,Over 10 bright red orbs in the sky&#44 seemed to be in a formation or group&#44 they were completely still,51.514125,-0.093689,2012-05-24,21:45,2012-05-24 21:45
spain,,Spain,cylinder,UFO seen 2 CONSECUTIVE TIMES&#44 SAME HEIGHT&#44 SAME LOCATION in Barcelona&#44 Spain&#44 5/24/2012&#44 23:20&#44  above Tibidabo mount.,40.463667,-3.74922,2012-05-24,23:20,2012-05-24 23:20
somogyfajsz (hungary),,Hungary,changing,I was sittingin my fathers car to take him home from work. I saw a cigar-shaped object at about S-SW. It flared up one time&#44 flew to di,46.505943,17.570671,2000-05-25,17:30,2000-05-25 17:30
sarpsborg (norway),,Norway,light,The light was moving from the left to the right. It seems like its lighter colore on the edges of the light. I have seen alot of planes,59.284073,11.109403,2001-05-25,02:30,2001-05-25 02:30
birmingham (uk/england),,United Kingdom,light,2 crafts going opposite ways ???,52.466667,-1.916667,2003-05-25,02:15,2003-05-25 02:15
london (uk/england),,United Kingdom,circle,I was shooting to london bridge&#44 when i decided to shot this building that was eggshape . in the left corner is the craft.,51.514125,-0.093689,2005-05-25,17:00,2005-05-25 17:00
drachten (netherlands),,Netherlands,light,white (star like) object traveling from Northwest to Southeast in the north of Holland,53.092581,6.058637,2005-05-25,20:00,2005-05-25 20:00
uk/england,,United Kingdom,light,Multiple luminous objects sighted in night sky,52.355518,-1.17432,2006-05-25,00:55,2006-05-25 00:55
torfaen (uk/england?),,Uk/england,light,Large Red/Orange lights,51.665267,-3.039754,2009-05-25,22:00,2009-05-25 22:00
london (uk/england),,United Kingdom,triangle,Triangle Shaped UFO captured over Victoria Park&#44 London UK - 25/05/2012,51.514125,-0.093689,2012-05-25,13:30,2012-05-25 13:30
macherio (italy),,Italy,fireball,4 Orangy fireball ufos,45.638659,9.265328,2013-05-25,23:00,2013-05-25 23:00
london (hamstead heath) (uk/england),,United Kingdom,formation,hamstead heath the new ufo&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33&#33,51.514125,-0.093689,2004-05-26,00:00,2004-05-26 00:00
j&otilde;geva (estonia),,Estonia,fireball,REAL PICTURES.,58.746292,26.397212,2005-05-26,23:00,2005-05-26 23:00
uk/england,,United Kingdom,light,More luminous objects seen in night sky.  ((NUFORC Note:  We suspect possible sightings of satellites.  PD)),52.355518,-1.17432,2006-05-26,00:39,2006-05-26 00:39
arbroath (uk/scotland),,United Kingdom,rectangle,Arbroath UK - Large fireball type object disappears over the North Sea,56.55,-2.583333,2006-05-26,02:30,2006-05-26 02:30
torquay (devonshire) (uk/england),,United Kingdom,light,bright red glowing lights&#44flashing with inner white to amber,50.45,-3.5,2010-05-26,22:08,2010-05-26 22:08
leeds (uk/england),,United Kingdom,triangle,While searching for a star I spotted a air born pyramid.,53.8,-1.583333,2001-05-27,01:30,2001-05-27 01:30
llanfairfechan (uk/wales),,United Kingdom,circle,Saw a bright light in the sky,53.25,-3.983333,2002-05-27,08:17,2002-05-27 08:17
alba iulia (romania),,Romaina,other,Extremely bright object- location central Transylvania  Seen in the very moments of evening no stars present&#44 still sunset. Very bright,46.066944,23.57,2003-05-27,20:23,2003-05-27 20:23
ipswich (uk/england),,United Kingdom,light,probably satellite 23:06 05/27/03 over Ipswich UK.,52.083333,1.166667,2003-05-27,23:06,2003-05-27 23:06
hasselt (belgium),,Belgium,formation,7 lights in formation&#44 changing positions,50.93069,5.33248,2004-05-28,00:15,2004-05-28 00:15
southampton (uk/england),,United Kingdom,circle,Southampton England&#44 big round light&#44 5 minutes&#44 big red fire ball moving from the west between 600 and 1000 feet.,50.9,-1.4,2009-05-28,23:00,2009-05-28 23:00
wolverhampton (uk/england),,United Kingdom,formation,formation of 3 lights speeding across sky,52.583333,-2.133333,2000-05-29,18:00,2000-05-29 18:00
elbingen (germany),,Germany,other,Spliiting lights,50.533333,7.916667,2003-05-29,23:45,2003-05-29 23:45
uk/england,,United Kingdom,light,More luminous objects sighted in night sky.  ((NUFORC Note:  Possible sightings of satellites&#44 we suspect.  PD)),52.355518,-1.17432,2006-05-29,00:58,2006-05-29 00:58
wrexham (uk/england),,United Kingdom,light,Large bright light rapidly climbing in an arc into a pinprick then vanishing.,53.05,-3.0,2001-05-30,23:20,2001-05-30 23:20
c&quot;an picafort (majorca) (spain),,Spain,circle,my husband and i where on holiday in  majorca we were sitting on the balcony fourth floor up.it was a clear night the sea was to the ri,39.745681,3.130961,2002-05-30,02:30,2002-05-30 02:30
kingston-upon-hull (uk/england),,Uk/england,light,Bright light observing Police Helecopter for 10 Mins in clear night sky,53.745671,-0.336741,2003-05-30,23:25,2003-05-30 23:25
wolverhampton (uk/england),,United Kingdom,changing,dissapearing bright orange objects,52.583333,-2.133333,2005-05-30,03:00,2005-05-30 03:00
weymouth dorset (uk/england),,Uk/england,light,White ball of light travelling at enormous speed&#44 level flight no tail from N/W over weymouth Dorset,50.614428,-2.457621,2005-05-30,22:00,2005-05-30 22:00
keele (uk/england),,United Kingdom,formation,linier craft of four lights&#44 3 lights close together&#44 one half amile away. moving west over keele.,53.0,-2.283333,2007-05-30,01:07,2007-05-30 01:07
bristol (uk/england),,United Kingdom,circle,5 Orange orb like objects over Bristol&#44 UK,51.45,-2.583333,2009-05-30,23:43,2009-05-30 23:43
bristol (uk/england),,United Kingdom,rectangle,Large rectangular UFO with glowing lights spotted in the United Kingdom.,51.45,-2.583333,2010-05-30,02:20,2010-05-30 02:20
swansea (uk/england),,United Kingdom,light,Light Night,51.633333,-3.966667,2002-05-31,23:05,2002-05-31 23:05
noordwijk (netherlands),,Netherlands,fireball,White brilliant light ball with tail made of smaller white balls falling towards sea west of Haarlem&#44 the Netherlands,52.239989,4.450009,2003-05-31,21:42,2003-05-31 21:42
doncaster (south yorkshire) (uk/england),,United Kingdom,unknown,Bright red light hovering and taking off,53.533333,-1.116667,2005-05-31,01:20,2005-05-31 01:20
london (uk/england),,United Kingdom,oval,A very bright silver oval type disk&#44 going very fast through the air&#44 then suddenly taking a turn a disappearing into the clouds.I saw,51.514125,-0.093689,2005-05-31,19:45,2005-05-31 19:45
wrexham (uk/england),,United Kingdom,light,Extreme bright light falling to the ground slowly,53.05,-3.0,2006-05-31,22:52,2006-05-31 22:52
uk/england,,United Kingdom,circle,small orange ball seen moving across the sky in lancashire england,52.355518,-1.17432,2007-05-31,11:10,2007-05-31 11:10
sheffield (uk/england),,United Kingdom,circle,Two orbs travelling parallel and disappearing,53.366667,-1.5,2008-05-31,22:25,2008-05-31 22:25
hellesylt (norway),,Norway,disk,White circled/disk formed object seen twice in 2 minutes moving across the sky.,62.086839,6.86481,2009-05-31,14:50,2009-05-31 14:50
london (uk/england),,United Kingdom,circle,31st may  round silver object flew over waltham abbey area for around 2-3mins then slowly blended into the clear sky ahead,51.514125,-0.093689,2009-05-31,16:00,2009-05-31 16:00
stavanger (norway),,Norway,circle,Huge dark region in the sky pulling on clouds,58.969976,5.733107,2013-05-31,18:00,2013-05-31 18:00
oradea (romania),,Romaina,light,8 objects taking a 90 degree turn&#44 then aligning in the sky&#44,47.072222,21.921111,2013-05-31,23:20,2013-05-31 23:20
almere (netherlands),,Netherlands,triangle,triangular shaped object flying over highway in The Netherlands,52.350785,5.264702,2003-05-03,00:25,2003-05-03 00:25
london (uk/england),,United Kingdom,circle,The sky was clear and this large objet was just hovering,51.514125,-0.093689,2004-05-03,22:00,2004-05-03 22:00
el puerto de santa maria (spain),,Spain,flash,Immense Bright Blue Flash over Cadiz.,36.600595,-6.232909,2006-05-03,23:30,2006-05-03 23:30
grindelwald (switzerland),,Switzerland,unknown,Me and two friends saw an alien ship that looked like the ones on Star Wars.,46.624893,8.030959,2009-05-03,13:32,2009-05-03 13:32
plymouth (uk/england),,United Kingdom,fireball,An unusual bright orange moving light in the sky over Plymouth UK.,50.396389,-4.138611,2009-05-03,21:30,2009-05-03 21:30
marston moretaine (uk/england),,United Kingdom,circle,Two bright orange balls of light over Marstom Moretaine Bedfordshire United Kingdom,52.05,-0.55,2009-05-03,22:24,2009-05-03 22:24
exmouth&#44 devonshire (uk/england),,Uk/england,disk,the saucer or disk danced around in the sky dropping clear white dots of some sort .,50.619957,-3.413702,2002-05-04,23:45,2002-05-04 23:45
kirkkonummi (finland),,Finland,unknown,Bright object speeded across the sky,60.12378,24.441484,2004-05-04,00:00,2004-05-04 00:00
derbyshire (uk/england),,United Kingdom,fireball,Hello The reason for any delay in sending this is what you covered on coast to coast 20/6/2012. The event was seeded in my mind bec,53.166667,-1.583333,2007-05-04,10:00,2007-05-04 10:00
edinburgh (uk/scotland),,United Kingdom,light,4/5 looked like dark objects but were 50% bright orange lights in the front,55.833333,-3.083333,2008-05-04,21:35,2008-05-04 21:35
hailsham (east sussex) (uk/england),,United Kingdom,other,20+ Ball Shaped Objects,50.866667,0.266667,2000-05-05,02:00,2000-05-05 02:00
milford haven (pembrokeshire) (uk/england),,United Kingdom,diamond,diamond shaped object using cloud as disguise,51.716667,-5.033333,2003-05-05,23:20,2003-05-05 23:20
france (pyrenees mountains),,France,fireball,rocket like object in mountain ranges between France and Spain while driving on the motorway - quickly coming down from the sky,46.227638,2.213749,2004-05-05,04:30,2004-05-05 04:30
hampshire (uk/england),,United Kingdom,disk,Romsey school and abbey-five identical accounts.  ((NUFORC Note:  May not be a serious report.  PD)),51.083333,-1.166667,2005-05-05,17:00,2005-05-05 17:00
washington (uk/england),,United Kingdom,sphere,White Ball (not Silver shining) Approx 10 feet across travelling quickly in an arc before slowing and &#39hovering&#39 above me.,50.9,-0.4,2006-05-05,15:00,2006-05-05 15:00
inverness (near) (uk/scotland),,United Kingdom,light,Coloured light seen in Highlands of Scotland&#44 it hovered&#44 straight up and down and shot away at various angles&#44 returning nearnt b,57.466667,-4.233333,2007-05-05,02:30,2007-05-05 02:30
edinburgh (uk/scotland),,United Kingdom,rectangle,Rectangular black object floating out at sea.,55.833333,-3.083333,2010-05-05,14:00,2010-05-05 14:00
west haven,ut,United States,fireball,Big&#44 green shooting star&#44 looking thing.,52.086897,4.882819,2013-05-05,23:00,2013-05-05 23:00
glasgow (uk/scotland),,United Kingdom,triangle,Triangular object - array of lights (multicoloured) - looked at it for about 20-30 seconds then it vanished,55.833333,-4.25,1993-05-06,02:00,1993-05-06 02:00
birmingham (uk/england),,United Kingdom,teardrop,3 unidentified flying objects dancing in the sky making loud shreiking noises,52.466667,-1.916667,2003-05-06,12:15,2003-05-06 12:15
oxford (uk/england),,United Kingdom,light,It was basicly a point of white light. it would be best described not as an alien ship&#44 more a UFO. it was too high up to be a airoplan,51.75,-1.25,2003-05-06,22:30,2003-05-06 22:30
portsmouth (uk/england),,United Kingdom,cigar,cigar shape craft seen,50.7967,-1.083333,2005-05-06,00:30,2005-05-06 00:30
ankara (turkey),,Turkey,circle,I HAVE SEEN IT WITH MY SISTER IT WAS VERY CLOSE TO US IT WENT THROUGH BEH&amp;#304;ND FROM ONE BUILDING TO ANOTHER SO WE HAV,39.92077,32.85411,2006-05-06,01:00,2006-05-06 01:00
uk/wales,,United Kingdom,triangle,BRECON BEACONS UFO/S  ((NUFORC Note:  Possible birds in distance??  PD)),52.130661,-3.783712,2006-05-06,12:00,2006-05-06 12:00
cardiff (uk/wales),,United Kingdom,teardrop,bright orange glowing UFO sighted hovering up and down,51.5,-3.2,2009-05-06,00:15,2009-05-06 00:15
uk/england,,United Kingdom,unknown,It did emit audio sound which was within my Db range.,52.355518,-1.17432,2013-05-06,23:45,2013-05-06 23:45
bocholt (germany),,Germany,circle,((HOAX))  ((NUFORC Note:  No information provided by source.  Source does not respond to e-mail.  )),51.833333,6.6,2014-05-06,24:00,2014-05-06 24:00
emmelshausen (germany),,Germany,unknown,There might be acctual different beeings.,50.15,7.566667,1995-05-07,18:00,1995-05-07 18:00
europe,,Fuck,unknown,RADAR WARNING,54.525961,15.255119,2003-05-07,17:00,2003-05-07 17:00
sheffield (uk/england),,United Kingdom,oval,UFO sighting over Sheffield on Supermoon Day 7 May 2012,53.366667,-1.5,2012-05-07,01:00,2012-05-07 01:00
heswall (uk/england),yt,United Kingdom,triangle,((HOAX??))  Long triangle object moves with speed upwards.,53.316667,-3.1,2014-05-07,11:56,2014-05-07 11:56
folkestone&#44 kent (uk/england),,Uk/england,egg,Black balloon/round shaped going extremely fast over the South East coast of England.,51.081397,1.169456,2001-05-08,20:50,2001-05-08 20:50
derby (uk/england),,United Kingdom,other,orange semi circle,53.166667,-1.583333,2002-05-08,21:00,2002-05-08 21:00
leister (uk/england),,Uk/england,teardrop,Bright white and green light.  ((NUFORC Note:  Possible meteor??  PD)),52.636878,-1.139759,2013-05-08,22:00,2013-05-08 22:00
billingham (uk/england),,United Kingdom,cigar,driving to work &#44i saw three lights in the sky&#44one of them hovered above my car for 2 mins &#44my car lost power &#44the engine cut out&#44 i th,54.6,-1.3,2000-05-09,21:50,2000-05-09 21:50
douglas (uk/england),,United Kingdom,light,Two star like lights 2 to 3 miles apart in line for 30 min in day light,55.55,-3.85,2004-05-09,18:00,2004-05-09 18:00
st  raphael (france),,France,triangle,Searching for the comet at an almost dark place&#44 it seems that some  stars were slowly moving.  ((NUFORC Note:  NOSS satellites?  PD)),43.42519,6.76837,2004-05-09,23:15,2004-05-09 23:15
cannock (uk/england),,United Kingdom,oval,Flashes in the sky&#44 inside fake clouds. Silhouetted Oval&#44 Computer died when camera was activated for recording.,52.683333,-2.016667,2008-05-09,22:33,2008-05-09 22:33
marlow (uk/england),,United Kingdom,formation,9 large star like objects in a perfect line about a mile across.,51.566667,-0.766667,2008-05-09,23:20,2008-05-09 23:20
sunningdale (uk/england),,United Kingdom,disk,controlled craft&#44 no sound&#44 of a very large size.,51.383333,-0.616667,2009-05-09,01:30,2009-05-09 01:30
mansfield woodhouse (uk/england),,United Kingdom,light,Five circular orange&#44 bright lights flying west to east&#44 soundless.,53.166667,-1.2,2009-05-09,21:25,2009-05-09 21:25
yeovil (uk/england),,United Kingdom,unknown,7 unknown craft.,50.95,-2.633333,2009-05-09,21:30,2009-05-09 21:30
southend-on-sea (uk/england),,United Kingdom,fireball,orange flame like shape-shifting object in southend england,51.533333,0.7,2009-05-09,22:00,2009-05-09 22:00
bideford (uk/england),,United Kingdom,other,weird shape of lights low down and quiet flys near river,51.016667,-4.216667,2009-05-09,22:12,2009-05-09 22:12
cornwall (uk/england),,United Kingdom,light,Bright while lights speeding low across the sky&#44 then shooting vertically up.,50.416667,-4.75,2010-05-09,01:15,2010-05-09 01:15
brighton (uk/england),,United Kingdom,rectangle,Flashed in sunlight&#44  Appeared to move slowly left&#44 then shot off,50.833333,-0.15,2012-05-09,08:30,2012-05-09 08:30
sheffield (uk/england),,United Kingdom,triangle,Four friens see strange triangles in the sky at night,53.366667,-1.5,2000-06-10,12:30,2000-06-10 12:30
skelmanthorpe (uk/england),,United Kingdom,triangle,Large group of lights flying incredibly fast&#44 west to east with no sound .,53.583333,-1.65,2001-06-10,21:00,2001-06-10 21:00
portchester (uk/england),,United Kingdom,light,green light from clouds,50.833333,-1.116667,2002-06-10,09:30,2002-06-10 09:30
birmingham (uk/england),,United Kingdom,triangle,black triangle than accelerated very quickly,52.466667,-1.916667,2006-06-10,00:25,2006-06-10 00:25
ipswich (uk/england),,United Kingdom,triangle,3 ufos changing couler then shooting of around 2000 mile an hour,52.083333,1.166667,2006-06-10,02:30,2006-06-10 02:30
edinburgh (uk/scotland),,United Kingdom,changing,Out of the ordinary&#44 resulting in a change of belief.,55.833333,-3.083333,2010-06-10,23:05,2010-06-10 23:05
pazardjik (bulgaria),,Bulgaria,circle,red/green/white light over Bulgaria,42.192765,24.333566,2011-06-10,04:50,2011-06-10 04:50
istanbul (turkey),,Turkey,sphere,Around 30 red sphere were moving from west to east.,41.00527,28.97696,2011-06-10,20:00,2011-06-10 20:00
west bank (israel),,Israel,circle,Circular brownish grey object floated across sky and over the horizon&#44 3 witnesses (2012),51.51323,-0.08849,2012-06-10,21:00,2012-06-10 21:00
gateshead (uk/england),,United Kingdom,triangle,black trianglur craft with colour lights underneath it.,54.945,-1.6175,1998-06-11,00:15,1998-06-11 00:15
glenrothes (uk/scotland),,United Kingdom,light,Glowing Spherical Orbs east of Glenrothes.,56.2,-3.183333,2000-06-11,16:38,2000-06-11 16:38
johnstone (near haverfordwest) (uk/england),,United Kingdom,rectangle,Rectangle object in sky seen in Wales&#44 UK,55.833333,-4.5,2002-06-11,16:45,2002-06-11 16:45
vila nova de gaia (porto) (portugal),,Portugal,light,many lights moving&#44 one at a time in many directions,41.123876,-8.611785,2004-06-11,22:20,2004-06-11 22:20
krusevac (serbia),,Serbia,unknown,Lights on sky,43.583333,21.316667,2004-06-11,22:35,2004-06-11 22:35
london (mad mile rd.&#44 addington) (uk/england),,United Kingdom,circle,V.fast &amp;bright white &amp; red lights. 4 disc shaped feet things for it to land. Oval and rectangler at different angles.No noise.Very Low,51.514125,-0.093689,2005-06-11,19:00,2005-06-11 19:00
birkenhead (uk/england),,United Kingdom,triangle,TRINAGLE LIGHTS SILENT FAST LOW,53.4,-3.033333,2005-06-11,23:35,2005-06-11 23:35
wednesbury&#44 west midlands (uk/england),,Uk/england,light,Silent Light seen in sky moving 5-6 times faster than Fighter Jet in Persuit and Fighet could be heard UFO moving at 4000 MPH?,52.552888,-2.02208,2006-06-11,03:15,2006-06-11 03:15
haydock&#44 st. helens (uk/england),,Uk/england,sphere,Silver objects unpropelled spotted,53.467175,-2.665882,2009-06-11,17:35,2009-06-11 17:35
hull (uk/england),,United Kingdom,oval,3 objects yellowey pulses,53.716667,-0.333333,2009-06-11,18:59,2009-06-11 18:59
bulgaria,,Bulgaria,circle,NLO  ((NUFORC Note:  &quot;NLO&quot; is the Russian acronym for &quot;UFO.&quot;  Can anyone translate from Bulgarian to English?  PD)),42.733883,25.48583,2010-06-11,02:05,2010-06-11 02:05
stevenage (uk/england),,United Kingdom,circle,bonfire night craft light the sky,51.916667,-0.216667,2010-06-11,19:52,2010-06-11 19:52
debrecen (hungary),,Hungary,unknown,I saw 8-10 orange lights on the sky. They were moving slowly and suddenly they dissappeared.,47.531605,21.627312,2011-06-11,21:50,2011-06-11 21:50
sarajevo (bosnia/herzegovina),,Fuck,unknown,White light&#44 seen by one person&#44 moving N to S through a modified straight zig-zag trajectory.  ((NUFORC Note:  Possibly the ISS?  PD)),43.856259,18.413076,2012-06-11,01:00,2012-06-11 01:00
banja luka (bosnia),,United Kingdom,triangle,1993 in Bosnia&#44 triangle shaped craft with dim lights&#44 flew very low but it was completely silent.,44.775529,17.214967,1993-06-01,19:00,1993-06-01 19:00
london (uk/england),,United Kingdom,other,may 93 ].8pm ufo over north london,51.514125,-0.093689,1993-06-01,20:00,1993-06-01 20:00
v&auml;sby (sweden),,Sweden,circle,Looked like a floating mirror&#44 but we couldnt se something in the mirror&#44 like floating silver.. No clouds on the sky and in the middle,59.303619,16.231286,1995-06-01,15:34,1995-06-01 15:34
nottingham (uk/england),,United Kingdom,light,Fast moving light chased by two helicopters and a.w.c.s,52.966667,-1.166667,1995-06-01,21:00,1995-06-01 21:00
colne (uk/england),,United Kingdom,circle,Non-aerodynamic movement of indeterminate object at high speed.,53.85,-2.166667,1996-06-01,02:00,1996-06-01 02:00
nottingham (uk/england),,United Kingdom,diamond,bright glowing object left tracer mark as it sped off,52.966667,-1.166667,1996-06-01,04:30,1996-06-01 04:30
nottingham (uk/england),,United Kingdom,triangle,object apeared in the heart of a storm I had gone out to watch rolling up the trent valley. It was a large delta shaped craft which emi,52.966667,-1.166667,1996-06-01,24:00,1996-06-01 24:00
cardiff (uk/wales),,United Kingdom,triangle,large triangular object no sound at all,51.5,-3.2,1997-06-01,00:00,1997-06-01 00:00
liverpool (uk/england),,United Kingdom,disk,My name is Wayne.  I am 43 years of age.  This event took place in 1997.  It has haunted me ever since.  My son was 9 years of age at t,53.416667,-3.0,1997-06-01,13:00,1997-06-01 13:00
liverpool (uk/england),,United Kingdom,oval,England: Liverpool. 7.6.1997.  13:00 pm.  Oval shaped black object spotted.  Flipping over on itself.  Absolutely amazed.,53.416667,-3.0,1997-06-01,13:00,1997-06-01 13:00
hemel hempstead (uk/england),,United Kingdom,sphere,I was out in my garden looking to see if I could see the comet Hail Bop&#44&#44it was nice and ark&#44&#44I could see aircraft heading in and out o,51.75,-0.466667,1997-06-01,18:00,1997-06-01 18:00
trowbridge (uk/england),,United Kingdom,light,3 large orange lights&#44 stationary in a line&#44 suddenly vanished one by one.,51.318889,-2.208611,1998-06-01,19:00,1998-06-01 19:00
the hague (netherlands),,Netherlands,cigar,Dark brown completely soundless very big cigar shaped without lights low flight altitude flyover.,52.070498,4.3007,1998-06-01,23:00,1998-06-01 23:00
manchester (uk/england),,United Kingdom,triangle,Triangle and jet &#39stuck&#39 behind cloud meet behind cloud and only jet emerges,53.5,-2.216667,1999-06-01,11:30,1999-06-01 11:30
ramskate (uk/england),,Uk/england,circle,it was when i was 7 i saw a wite spot floting in the air then it sta rted to move towards the west.,51.335545,1.419895,1999-06-01,12:00,1999-06-01 12:00
maldon (uk/england),,United Kingdom,other,Motionless object in the sky with three red lights,51.716667,0.683333,1999-06-01,17:00,1999-06-01 17:00
saxton (a small village in yorkshire) (uk/england),,United Kingdom,sphere,Silver sphere sighted in Yorkshire&#44 UK in the early hours of June 2000.,53.816667,-1.283333,2000-06-01,04:30,2000-06-01 04:30
newport (uk/england),,United Kingdom,teardrop,large object&#44 ballon or parachute shaped appearence very high but slow moving.,52.016667,-4.833333,2002-06-01,09:50,2002-06-01 09:50
portugal,,Portugal,light,bright light over all portugal,39.399835,-8.22491,2004-06-01,22:00,2004-06-01 22:00
portugal,,Portugal,circle,20 People saw a UFO for 500 km in Portugal,39.399835,-8.22491,2004-06-01,23:00,2004-06-01 23:00
portugal,,Portugal,fireball,An imense light crossed Portugal during 45 minutes&#44 making no sound&#44 thousands saw it  &#33,39.399835,-8.22491,2004-06-01,23:00,2004-06-01 23:00
portugal,,Portugal,light,Bright white light moving at light speed with comet like tail&#44 leaving cone shaped trail at source.,39.399835,-8.22491,2004-06-01,23:15,2004-06-01 23:15
portugal,,Portugal,cone,It was around 23:15hrs I was observing the the sky&#44when sudently I saw what appear to be a comet with a long very bright conical tail.I,39.399835,-8.22491,2004-06-01,23:20,2004-06-01 23:20
nowy pilczyn (poland),,Poland,cigar,Next UFO seen in Nowy Pilczyn (POLAND),51.797498,21.619853,2006-06-01,21:36,2006-06-01 21:36
colbinstown (ireland),,Ireland,cigar,Luminous orange-red rectangular craft,53.032141,-6.759773,2011-06-01,00:30,2011-06-01 00:30
colwyn bay (uk/england),,United Kingdom,sphere,Silver Ball viewed close up at low leval in the sky.,53.3,-3.75,2011-06-01,15:00,2011-06-01 15:00
bristol (uk/england),,United Kingdom,light,Bright lights moving across sky as high as the stars and no sounds,51.45,-2.583333,2013-06-01,02:05,2013-06-01 02:05
boston&#44 lincolnshire (uk/england),,Uk/england,light,Three Orange Lights: 01/06/2013- Boston&#44 Lincolnshire&#44 UK,52.97894,-0.026577,2013-06-01,03:40,2013-06-01 03:40
crawley (uk/england),,United Kingdom,triangle,It appeared over me and sat there. Once i looked at it&#44 it blinked out like a light.,51.116667,-0.183333,1994-06-12,15:40,1994-06-12 15:40
loanhead (uk/scotland),,United Kingdom,teardrop,U.F.O (ORANGE IN COLOUR) VANISHED FROM SIGHT AFTER 20-25 SECS&#44 SPOTTED OVER MIDLOTHIAN&#44 SCOTLAND&#44 SUMMER OF 1996,55.866667,-3.15,1996-06-12,17:00,1996-06-12 17:00
frodsham/northwich (uk/england),,Uk/england,light,Saw light in night sky&#44 quite close 150m&#44 no sound&#44 no movement&#44 5 mins plus&#44 unpopulated area&#44 white light&#44 uk.,53.27774,-2.664218,1997-06-12,23:00,1997-06-12 23:00
kent (uk/england),,United Kingdom,circle,there were 2 craft one was higher than the other and we followed them home in my car when we arrived home i decided to go to the meadow,51.25,0.75,1998-06-12,22:00,1998-06-12 22:00
wolverhampton (uk/england),,United Kingdom,light,Just after seeing a meteorite&#44 a small steady light (which I at first assumed was a saterlite) slowly moved in oposite direction.It sud,52.583333,-2.133333,1999-06-12,11:30,1999-06-12 11:30
gheorgheni (romania),,Romaina,fireball,Shining double moon sized object falling in angle slowly from sky,46.721211,25.585527,2002-06-12,00:30,2002-06-12 00:30
bristol (uk/england),,United Kingdom,unknown,large figure stoof in my doorway and flashes of light.  ((NUFORC Note:  May not be a serious report??  PD)),51.45,-2.583333,2008-06-12,01:00,2008-06-12 01:00
veliko tarnovo (bulgaria),,Bulgaria,sphere,On 12th June 2009&#44 at around 21:25 on the Istanbul Meridian (19:25 on Greenwich)&#44 I saw moving rapidly with constant speed a big sphere,43.075674,25.617151,2009-06-12,21:25,2009-06-12 21:25
sofia (bulgaria),,Bulgaria,light,Fairy like UFOs,42.697708,23.321868,2010-06-12,02:00,2010-06-12 02:00
manchester (uk/england),,United Kingdom,circle,unusual craft lands in woods near a6 and causes electrical problems on the car.,53.5,-2.216667,2011-06-12,21:20,2011-06-12 21:20
bispham (blackpool) (uk/england),,United Kingdom,teardrop,I saw an object fly extremely close above my head.,53.85,-3.05,1999-06-13,06:35,1999-06-13 06:35
romania,,Romaina,disk,I saw a Strange Ship Go Down&#33,45.943161,24.96676,2001-06-13,00:00,2001-06-13 00:00
trowbridge&#44 wiltshire (uk/england),,Uk/england,triangle,Triangle shaped craft deliniated by lights which broke up and went in different directions.,51.319664,-2.208853,2001-06-13,23:10,2001-06-13 23:10
thessaloniki (greece),,Greece,oval,UFO IN GREECE,40.640063,22.944419,2004-06-13,01:00,2004-06-13 01:00
southampton (uk/england),,United Kingdom,cylinder,Silver grey tube shaped object spotted in skies over Southampton&#44 Hampshire.,50.9,-1.4,2004-06-13,15:00,2004-06-13 15:00
cardiff (uk/wales),,United Kingdom,rectangle,REctangle shaped craft,51.5,-3.2,2004-06-13,22:00,2004-06-13 22:00
scunthorpe (uk/england),,United Kingdom,unknown,A green floating unkown object up in the sky,53.583333,-0.65,2007-06-13,09:17,2007-06-13 09:17
portsmouth (uk/england),,United Kingdom,circle,Orange balls seen over Portsmouth UK,50.7967,-1.083333,2009-06-13,22:40,2009-06-13 22:40
renfrew (uk/scotland),,United Kingdom,light,Bright red/orange lights flying in loose formation in night sky.,55.833333,-4.5,2010-06-13,00:10,2010-06-13 00:10
cap d&#39ail (france),,France,triangle,The 2 UFO  appear when lightning start to display at the storm clouds.,43.72208,7.405839,2013-06-13,15:00,2013-06-13 15:00
sykia&#44 halkidiki (greece),,Greece,unknown,40.00 NORTH  23.59 EAST STRONG LIT OBJECT  HOVERED FOR A MIN. BEFORE DISAPPEARING SOUTH EAST,40.038517,23.939505,2002-06-14,21:40,2002-06-14 21:40
edinburgh (uk/scotland),,United Kingdom,light,Bright white circular light seen in Edinburgh&#44 Goldenacre area with a trail of smoke following closely.,55.833333,-3.083333,2007-06-14,23:42,2007-06-14 23:42
southampton (uk/england),,United Kingdom,triangle,triangle shap in night sky,50.9,-1.4,2008-06-14,02:00,2008-06-14 02:00
laval (france),,France,cross,It was around 4 PM local time&#44 and I looked at the sky toward the North and admire the clouds (I collect kind of lenticular clouds). I,48.078515,-0.766991,2009-06-14,16:00,2009-06-14 16:00
london (uk/england),,United Kingdom,light,It was like a globe... it was fling more higher then plains... It was a globe of light&#44 blue light like stars... It was going in many,51.514125,-0.093689,2011-06-14,00:28,2011-06-14 00:28
rapallo (italy),,Italy,disk,Two clearly visible disc-shaped objects in daylight photograph.,44.349821,9.233889,2011-06-14,15:00,2011-06-14 15:00
